scenario,trial,sample_size,cgr,cgr_ciL,cgr_ciH,cgr_moe
cgr090,13,210,0.919,0.874,0.952,0.039
cgr090,13,220,0.918,0.874,0.951,0.039
cgr090,13,230,0.922,0.879,0.953,0.037
cgr090,13,240,0.921,0.879,0.952,0.036
cgr090,13,250,0.912,0.87,0.944,0.037
cgr090,13,260,0.915,0.875,0.946,0.036
cgr090,13,270,0.919,0.879,0.948,0.034
cgr090,13,280,0.921,0.883,0.95,0.033
cgr090,13,290,0.917,0.879,0.946,0.034
cgr090,13,300,0.918,0.881,0.947,0.033
cgr090,12,10,1.0,0.692,1.0,0.154
cgr090,12,20,0.9,0.683,0.988,0.152
cgr090,12,30,0.933,0.779,0.992,0.106
cgr090,12,40,0.925,0.796,0.984,0.094
cgr090,12,50,0.94,0.835,0.987,0.076
cgr090,12,60,0.95,0.861,0.99,0.064
cgr090,12,70,0.943,0.86,0.984,0.062
cgr090,12,80,0.938,0.86,0.979,0.06
cgr090,12,90,0.944,0.875,0.982,0.053
cgr090,12,100,0.94,0.874,0.978,0.052
cgr090,12,110,0.936,0.873,0.974,0.05
cgr090,12,120,0.925,0.862,0.965,0.051
cgr090,12,130,0.931,0.873,0.968,0.048
cgr090,12,140,0.914,0.855,0.955,0.05
cgr090,12,150,0.92,0.864,0.958,0.047
cgr090,12,160,0.912,0.858,0.951,0.047
cgr090,12,170,0.906,0.852,0.945,0.047
cgr090,12,180,0.911,0.86,0.948,0.044
cgr090,12,190,0.916,0.867,0.951,0.042
cgr090,12,200,0.92,0.873,0.954,0.04
cgr090,12,210,0.919,0.874,0.952,0.039
cgr090,12,220,0.918,0.874,0.951,0.039
cgr090,12,230,0.922,0.879,0.953,0.037
cgr090,12,240,0.925,0.884,0.955,0.035
cgr090,12,250,0.928,0.889,0.957,0.034
cgr090,12,260,0.927,0.888,0.955,0.034
cgr090,12,270,0.926,0.888,0.954,0.033
cgr090,12,280,0.921,0.883,0.95,0.033
cgr090,12,290,0.924,0.887,0.952,0.032
cgr090,12,300,0.925,0.889,0.953,0.032
cgr090,11,10,0.8,0.444,0.975,0.265
cgr090,11,20,0.8,0.563,0.943,0.19
cgr090,11,30,0.833,0.653,0.944,0.145
cgr090,11,40,0.875,0.732,0.958,0.113
cgr090,11,50,0.86,0.733,0.942,0.105
cgr090,11,60,0.833,0.715,0.917,0.101
cgr090,11,70,0.857,0.753,0.929,0.088
cgr090,11,80,0.862,0.767,0.929,0.081
cgr090,11,90,0.856,0.766,0.921,0.078
cgr090,11,100,0.84,0.753,0.906,0.076
cgr090,11,110,0.845,0.764,0.907,0.072
cgr090,11,120,0.842,0.764,0.902,0.069
cgr090,11,130,0.846,0.772,0.903,0.065
cgr090,11,140,0.85,0.78,0.905,0.062
cgr090,11,150,0.853,0.786,0.906,0.06
cgr090,11,160,0.844,0.778,0.896,0.059
cgr090,11,170,0.853,0.791,0.903,0.056
cgr090,11,180,0.856,0.796,0.903,0.054
cgr090,11,190,0.853,0.794,0.9,0.053
cgr090,11,200,0.86,0.804,0.905,0.05
cgr090,11,210,0.857,0.802,0.901,0.05
cgr090,11,220,0.855,0.801,0.898,0.049
cgr090,11,230,0.857,0.804,0.899,0.047
cgr090,11,240,0.846,0.794,0.889,0.048
cgr090,11,250,0.852,0.802,0.894,0.046
cgr090,11,260,0.858,0.809,0.898,0.044
cgr090,11,270,0.859,0.812,0.898,0.043
cgr090,11,280,0.857,0.811,0.896,0.043
cgr090,11,290,0.855,0.809,0.894,0.042
cgr090,11,300,0.856,0.811,0.894,0.041
cgr090,10,10,0.9,0.555,0.997,0.221
cgr090,10,20,0.85,0.621,0.968,0.173
cgr090,10,30,0.9,0.735,0.979,0.122
cgr090,10,40,0.9,0.763,0.972,0.104
cgr090,10,50,0.92,0.808,0.978,0.085
cgr090,10,60,0.917,0.816,0.972,0.078
cgr090,10,70,0.929,0.841,0.976,0.068
cgr090,10,80,0.938,0.86,0.979,0.06
cgr090,10,90,0.922,0.846,0.968,0.061
cgr090,10,100,0.92,0.848,0.965,0.058
cgr090,10,110,0.9,0.828,0.949,0.06
cgr090,10,120,0.892,0.822,0.941,0.06
cgr090,10,130,0.885,0.817,0.934,0.059
cgr090,10,140,0.879,0.813,0.928,0.057
cgr090,10,150,0.887,0.825,0.933,0.054
cgr090,10,160,0.894,0.835,0.937,0.051
cgr090,10,170,0.9,0.845,0.941,0.048
cgr090,10,180,0.906,0.853,0.944,0.045
cgr090,10,190,0.911,0.861,0.947,0.043
cgr090,10,200,0.915,0.867,0.95,0.041
cgr090,10,210,0.914,0.868,0.948,0.04
cgr090,10,220,0.914,0.868,0.947,0.039
cgr090,10,230,0.917,0.874,0.95,0.038
cgr090,10,240,0.912,0.869,0.945,0.038
cgr090,10,250,0.908,0.865,0.941,0.038
cgr090,10,260,0.896,0.853,0.93,0.039
cgr090,10,270,0.9,0.858,0.933,0.038
cgr090,10,280,0.9,0.859,0.933,0.037
cgr090,10,290,0.902,0.861,0.934,0.036
cgr090,10,300,0.9,0.86,0.932,0.036
cgr090,9,10,0.8,0.444,0.975,0.265
cgr090,9,20,0.8,0.563,0.943,0.19
cgr090,9,30,0.833,0.653,0.944,0.145
cgr090,9,40,0.875,0.732,0.958,0.113
cgr090,9,50,0.88,0.757,0.955,0.099
cgr090,9,60,0.867,0.754,0.941,0.093
cgr090,9,70,0.886,0.787,0.949,0.081
cgr090,9,80,0.888,0.797,0.947,0.075
cgr090,9,90,0.889,0.805,0.945,0.07
cgr090,9,100,0.9,0.824,0.951,0.064
cgr090,9,110,0.9,0.828,0.949,0.06
cgr090,9,120,0.892,0.822,0.941,0.06
cgr090,9,130,0.9,0.835,0.946,0.055
cgr090,9,140,0.907,0.846,0.95,0.052
cgr090,9,150,0.913,0.856,0.953,0.048
cgr090,9,160,0.912,0.858,0.951,0.047
cgr090,9,170,0.912,0.859,0.95,0.046
cgr090,9,180,0.911,0.86,0.948,0.044
cgr090,9,190,0.911,0.861,0.947,0.043
cgr090,9,200,0.905,0.856,0.942,0.043
cgr090,9,210,0.905,0.857,0.941,0.042
cgr090,9,220,0.905,0.858,0.94,0.041
cgr090,9,230,0.909,0.864,0.943,0.039
cgr090,9,240,0.908,0.865,0.942,0.039
cgr090,9,250,0.912,0.87,0.944,0.037
cgr090,9,260,0.904,0.861,0.937,0.038
cgr090,9,270,0.907,0.866,0.939,0.036
cgr090,9,280,0.906,0.865,0.938,0.036
cgr090,9,290,0.908,0.868,0.939,0.036
cgr090,9,300,0.906,0.866,0.937,0.036
cgr090,8,10,1.0,0.692,1.0,0.154
cgr090,8,20,0.95,0.751,0.999,0.124
cgr090,8,30,0.967,0.828,0.999,0.086
cgr090,8,40,0.975,0.868,0.999,0.065
cgr090,8,50,0.98,0.894,0.999,0.053
cgr090,8,60,0.983,0.911,1.0,0.044
cgr090,8,70,0.957,0.88,0.991,0.056
cgr090,8,80,0.95,0.877,0.986,0.055
cgr090,8,90,0.933,0.861,0.975,0.057
cgr090,8,100,0.94,0.874,0.978,0.052
cgr090,8,110,0.927,0.862,0.968,0.053
cgr090,8,120,0.925,0.862,0.965,0.051
cgr090,8,130,0.931,0.873,0.968,0.048
cgr090,8,140,0.936,0.881,0.97,0.044
cgr090,8,150,0.94,0.889,0.972,0.042
cgr090,8,160,0.944,0.896,0.974,0.039
cgr090,8,170,0.947,0.902,0.976,0.037
cgr090,8,180,0.95,0.907,0.977,0.035
cgr090,8,190,0.953,0.912,0.978,0.033
cgr090,8,200,0.945,0.904,0.972,0.034
cgr090,8,210,0.948,0.908,0.974,0.033
cgr090,8,220,0.945,0.907,0.972,0.032
cgr090,8,230,0.948,0.911,0.973,0.031
cgr090,8,240,0.946,0.909,0.971,0.031
cgr090,8,250,0.944,0.908,0.969,0.031
cgr090,8,260,0.935,0.897,0.961,0.032
cgr090,8,270,0.93,0.892,0.957,0.032
cgr090,8,280,0.932,0.896,0.959,0.031
cgr090,8,290,0.934,0.898,0.96,0.031
cgr090,8,300,0.935,0.9,0.96,0.03
cgr090,7,10,1.0,0.692,1.0,0.154
cgr090,7,20,1.0,0.832,1.0,0.084
cgr090,7,30,0.933,0.779,0.992,0.106
cgr090,7,40,0.875,0.732,0.958,0.113
cgr090,7,50,0.88,0.757,0.955,0.099
cgr090,7,60,0.9,0.795,0.962,0.084
cgr090,7,70,0.914,0.823,0.968,0.073
cgr090,7,80,0.925,0.844,0.972,0.064
cgr090,7,90,0.922,0.846,0.968,0.061
cgr090,7,100,0.92,0.848,0.965,0.058
cgr090,7,110,0.891,0.817,0.942,0.063
cgr090,7,120,0.892,0.822,0.941,0.06
cgr090,7,130,0.885,0.817,0.934,0.059
cgr090,7,140,0.893,0.829,0.939,0.055
cgr090,7,150,0.9,0.84,0.943,0.051
cgr090,7,160,0.9,0.843,0.942,0.05
cgr090,7,170,0.894,0.838,0.936,0.049
cgr090,7,180,0.894,0.84,0.935,0.048
cgr090,7,190,0.895,0.842,0.935,0.046
cgr090,7,200,0.89,0.838,0.93,0.046
cgr090,7,210,0.895,0.846,0.933,0.044
cgr090,7,220,0.9,0.853,0.936,0.042
cgr090,7,230,0.904,0.859,0.939,0.04
cgr090,7,240,0.9,0.855,0.935,0.04
cgr090,7,250,0.904,0.861,0.938,0.038
cgr090,7,260,0.904,0.861,0.937,0.038
cgr090,7,270,0.893,0.849,0.927,0.039
cgr090,7,280,0.886,0.843,0.921,0.039
cgr090,7,290,0.889,0.846,0.922,0.038
cgr090,7,300,0.89,0.849,0.924,0.037
cgr090,6,10,1.0,0.692,1.0,0.154
cgr090,6,20,0.95,0.751,0.999,0.124
cgr090,6,30,0.933,0.779,0.992,0.106
cgr090,6,40,0.9,0.763,0.972,0.104
cgr090,6,50,0.92,0.808,0.978,0.085
cgr090,6,60,0.933,0.838,0.982,0.072
cgr090,6,70,0.943,0.86,0.984,0.062
cgr090,6,80,0.95,0.877,0.986,0.055
cgr090,6,90,0.956,0.89,0.988,0.049
cgr090,6,100,0.96,0.901,0.989,0.044
cgr090,6,110,0.955,0.897,0.985,0.044
cgr090,6,120,0.958,0.905,0.986,0.04
cgr090,6,130,0.954,0.902,0.983,0.04
cgr090,6,140,0.943,0.891,0.975,0.042
cgr090,6,150,0.933,0.881,0.968,0.043
cgr090,6,160,0.925,0.873,0.961,0.044
cgr090,6,170,0.906,0.852,0.945,0.047
cgr090,6,180,0.906,0.853,0.944,0.045
cgr090,6,190,0.905,0.854,0.943,0.044
cgr090,6,200,0.91,0.861,0.946,0.042
cgr090,6,210,0.905,0.857,0.941,0.042
cgr090,6,220,0.905,0.858,0.94,0.041
cgr090,6,230,0.904,0.859,0.939,0.04
cgr090,6,240,0.9,0.855,0.935,0.04
cgr090,6,250,0.9,0.856,0.934,0.039
cgr090,6,260,0.9,0.857,0.934,0.038
cgr090,6,270,0.904,0.862,0.936,0.037
cgr090,6,280,0.9,0.859,0.933,0.037
cgr090,6,290,0.9,0.859,0.932,0.036
cgr090,6,300,0.898,0.858,0.93,0.036
cgr090,5,10,0.9,0.555,0.997,0.221
cgr090,5,20,0.95,0.751,0.999,0.124
cgr090,5,30,0.933,0.779,0.992,0.106
cgr090,5,40,0.9,0.763,0.972,0.104
cgr090,5,50,0.92,0.808,0.978,0.085
cgr090,5,60,0.933,0.838,0.982,0.072
cgr090,5,70,0.943,0.86,0.984,0.062
cgr090,5,80,0.912,0.828,0.964,0.068
cgr090,5,90,0.911,0.832,0.961,0.064
cgr090,5,100,0.91,0.836,0.958,0.061
cgr090,5,110,0.909,0.839,0.956,0.058
cgr090,5,120,0.917,0.852,0.959,0.054
cgr090,5,130,0.923,0.863,0.962,0.05
cgr090,5,140,0.921,0.864,0.96,0.048
cgr090,5,150,0.913,0.856,0.953,0.048
cgr090,5,160,0.912,0.858,0.951,0.047
cgr090,5,170,0.906,0.852,0.945,0.047
cgr090,5,180,0.911,0.86,0.948,0.044
cgr090,5,190,0.916,0.867,0.951,0.042
cgr090,5,200,0.915,0.867,0.95,0.041
cgr090,5,210,0.914,0.868,0.948,0.04
cgr090,5,220,0.918,0.874,0.951,0.039
cgr090,5,230,0.913,0.869,0.946,0.039
cgr090,5,240,0.908,0.865,0.942,0.039
cgr090,5,250,0.908,0.865,0.941,0.038
cgr090,5,260,0.908,0.866,0.94,0.037
cgr090,5,270,0.904,0.862,0.936,0.037
cgr090,5,280,0.906,0.866,0.938,0.036
cgr090,5,290,0.908,0.868,0.939,0.035
cgr090,5,300,0.906,0.867,0.937,0.035
cgr090,4,10,0.9,0.555,0.997,0.221
cgr090,4,20,0.85,0.621,0.968,0.173
cgr090,4,30,0.9,0.735,0.979,0.122
cgr090,4,40,0.925,0.796,0.984,0.094
cgr090,4,50,0.94,0.835,0.987,0.076
cgr090,4,60,0.917,0.816,0.972,0.078
cgr090,4,70,0.914,0.823,0.968,0.073
cgr090,4,80,0.912,0.828,0.964,0.068
cgr090,4,90,0.911,0.832,0.961,0.064
cgr090,4,100,0.91,0.836,0.958,0.061
cgr090,4,110,0.9,0.828,0.949,0.06
cgr090,4,120,0.908,0.842,0.953,0.056
cgr090,4,130,0.9,0.835,0.946,0.055
cgr090,4,140,0.893,0.829,0.939,0.055
cgr090,4,150,0.887,0.825,0.933,0.054
cgr090,4,160,0.875,0.814,0.922,0.054
cgr090,4,170,0.882,0.824,0.927,0.051
cgr090,4,180,0.867,0.808,0.913,0.052
cgr090,4,190,0.858,0.8,0.904,0.052
cgr090,4,200,0.865,0.81,0.909,0.05
cgr090,4,210,0.862,0.808,0.906,0.049
cgr090,4,220,0.868,0.816,0.91,0.047
cgr090,4,230,0.87,0.819,0.91,0.046
cgr090,4,240,0.871,0.822,0.911,0.044
cgr090,4,250,0.872,0.824,0.911,0.043
cgr090,4,260,0.877,0.831,0.914,0.042
cgr090,4,270,0.87,0.824,0.908,0.042
cgr090,4,280,0.868,0.822,0.905,0.041
cgr090,4,290,0.87,0.826,0.907,0.041
cgr090,4,300,0.872,0.828,0.909,0.04
cgr090,3,10,0.8,0.444,0.975,0.265
cgr090,3,20,0.9,0.683,0.988,0.152
cgr090,3,30,0.9,0.735,0.979,0.122
cgr090,3,40,0.925,0.796,0.984,0.094
cgr090,3,50,0.92,0.808,0.978,0.085
cgr090,3,60,0.9,0.795,0.962,0.084
cgr090,3,70,0.9,0.805,0.959,0.077
cgr090,3,80,0.9,0.812,0.956,0.072
cgr090,3,90,0.889,0.805,0.945,0.07
cgr090,3,100,0.9,0.824,0.951,0.064
cgr090,3,110,0.909,0.839,0.956,0.058
cgr090,3,120,0.917,0.852,0.959,0.054
cgr090,3,130,0.892,0.826,0.94,0.057
cgr090,3,140,0.893,0.829,0.939,0.055
cgr090,3,150,0.9,0.84,0.943,0.051
cgr090,3,160,0.906,0.85,0.947,0.048
cgr090,3,170,0.912,0.859,0.95,0.046
cgr090,3,180,0.911,0.86,0.948,0.044
cgr090,3,190,0.911,0.861,0.947,0.043
cgr090,3,200,0.905,0.856,0.942,0.043
cgr090,3,210,0.905,0.857,0.941,0.042
cgr090,3,220,0.909,0.863,0.944,0.04
cgr090,3,230,0.904,0.859,0.939,0.04
cgr090,3,240,0.904,0.86,0.938,0.039
cgr090,3,250,0.904,0.861,0.938,0.038
cgr090,3,260,0.904,0.861,0.937,0.038
cgr090,3,270,0.907,0.866,0.939,0.036
cgr090,3,280,0.906,0.866,0.938,0.036
cgr090,3,290,0.905,0.864,0.936,0.036
cgr090,3,300,0.906,0.867,0.937,0.035
cgr090,2,10,0.8,0.444,0.975,0.265
cgr090,2,20,0.85,0.621,0.968,0.173
cgr090,2,30,0.9,0.735,0.979,0.122
cgr090,2,40,0.925,0.796,0.984,0.094
cgr090,2,50,0.92,0.808,0.978,0.085
cgr090,2,60,0.933,0.838,0.982,0.072
cgr090,2,70,0.943,0.86,0.984,0.062
cgr090,2,80,0.938,0.86,0.979,0.06
cgr090,2,90,0.944,0.875,0.982,0.053
cgr090,2,100,0.92,0.848,0.965,0.058
cgr090,2,110,0.918,0.85,0.962,0.056
cgr090,2,120,0.917,0.852,0.959,0.054
cgr090,2,130,0.915,0.854,0.957,0.052
cgr090,2,140,0.921,0.864,0.96,0.048
cgr090,2,150,0.913,0.856,0.953,0.048
cgr090,2,160,0.919,0.865,0.956,0.045
cgr090,2,170,0.912,0.859,0.95,0.046
cgr090,2,180,0.911,0.86,0.948,0.044
cgr090,2,190,0.905,0.854,0.943,0.044
cgr090,2,200,0.9,0.85,0.938,0.044
cgr090,2,210,0.905,0.857,0.941,0.042
cgr090,2,220,0.9,0.853,0.936,0.042
cgr090,2,230,0.9,0.854,0.936,0.041
cgr090,2,240,0.904,0.86,0.938,0.039
cgr090,2,250,0.908,0.865,0.941,0.038
cgr090,2,260,0.904,0.861,0.937,0.038
cgr090,2,270,0.904,0.862,0.936,0.037
cgr090,2,280,0.904,0.863,0.935,0.036
cgr090,2,290,0.906,0.866,0.937,0.036
cgr090,2,300,0.904,0.864,0.935,0.036
cgr090,1,10,1.0,0.692,1.0,0.154
cgr090,1,20,0.95,0.751,0.999,0.124
cgr090,1,30,0.933,0.779,0.992,0.106
cgr090,1,40,0.925,0.796,0.984,0.094
cgr090,1,50,0.92,0.808,0.978,0.085
cgr090,1,60,0.917,0.816,0.972,0.078
cgr090,1,70,0.929,0.841,0.976,0.068
cgr090,1,80,0.912,0.828,0.964,0.068
cgr090,1,90,0.889,0.805,0.945,0.07
cgr090,1,100,0.87,0.788,0.929,0.07
cgr090,1,110,0.882,0.806,0.936,0.065
cgr090,1,120,0.875,0.802,0.928,0.063
cgr090,1,130,0.877,0.808,0.928,0.06
cgr090,1,140,0.879,0.813,0.928,0.057
cgr090,1,150,0.867,0.802,0.917,0.058
cgr090,1,160,0.875,0.814,0.922,0.054
cgr090,1,170,0.876,0.817,0.922,0.052
cgr090,1,180,0.878,0.821,0.922,0.05
cgr090,1,190,0.884,0.83,0.926,0.048
cgr090,1,200,0.89,0.838,0.93,0.046
cgr090,1,210,0.89,0.84,0.929,0.045
cgr090,1,220,0.891,0.842,0.929,0.043
cgr090,1,230,0.896,0.849,0.932,0.042
cgr090,1,240,0.892,0.845,0.928,0.041
cgr090,1,250,0.896,0.851,0.931,0.04
cgr090,1,260,0.9,0.857,0.934,0.038
cgr090,1,270,0.904,0.862,0.936,0.037
cgr090,1,280,0.906,0.865,0.938,0.036
cgr090,1,290,0.908,0.868,0.939,0.036
cgr090,1,300,0.906,0.866,0.937,0.036
cgr090,0,10,1.0,0.692,1.0,0.154
cgr090,0,20,0.85,0.621,0.968,0.173
cgr090,0,30,0.867,0.693,0.962,0.135
cgr090,0,40,0.875,0.732,0.958,0.113
cgr090,0,50,0.88,0.757,0.955,0.099
cgr090,0,60,0.867,0.754,0.941,0.093
cgr090,0,70,0.871,0.77,0.939,0.085
cgr090,0,80,0.888,0.797,0.947,0.075
cgr090,0,90,0.889,0.805,0.945,0.07
cgr090,0,100,0.9,0.824,0.951,0.064
cgr090,0,110,0.909,0.839,0.956,0.058
cgr090,0,120,0.9,0.832,0.947,0.058
cgr090,0,130,0.892,0.826,0.94,0.057
cgr090,0,140,0.893,0.829,0.939,0.055
cgr090,0,150,0.893,0.833,0.938,0.053
cgr090,0,160,0.881,0.821,0.927,0.053
cgr090,0,170,0.882,0.824,0.927,0.051
cgr090,0,180,0.883,0.827,0.926,0.05
cgr090,0,190,0.884,0.83,0.926,0.048
cgr090,0,200,0.885,0.832,0.926,0.047
cgr090,0,210,0.886,0.835,0.925,0.045
cgr090,0,220,0.886,0.837,0.925,0.044
cgr090,0,230,0.883,0.834,0.921,0.044
cgr090,0,240,0.888,0.841,0.925,0.042
cgr090,0,250,0.888,0.842,0.924,0.041
cgr090,0,260,0.888,0.844,0.924,0.04
cgr090,0,270,0.885,0.841,0.921,0.04
cgr090,0,280,0.889,0.847,0.924,0.038
cgr090,0,290,0.892,0.85,0.925,0.038
cgr090,0,300,0.893,0.852,0.926,0.037
