scenario,trial,sample_size,cgr,cgr_ciL,cgr_ciH,cgr_moe
cgr060,22,70,0.6,0.476,0.715,0.12
cgr060,22,80,0.588,0.472,0.696,0.112
cgr060,22,90,0.578,0.469,0.681,0.106
cgr060,22,100,0.58,0.477,0.678,0.1
cgr060,22,110,0.6,0.502,0.692,0.095
cgr060,22,120,0.6,0.507,0.688,0.091
cgr060,22,130,0.615,0.526,0.699,0.087
cgr060,22,140,0.629,0.543,0.709,0.083
cgr060,22,150,0.633,0.551,0.71,0.08
cgr060,22,160,0.656,0.577,0.729,0.076
cgr060,22,170,0.635,0.558,0.708,0.075
cgr060,22,180,0.633,0.558,0.704,0.073
cgr060,22,190,0.616,0.543,0.685,0.071
cgr060,22,200,0.62,0.549,0.688,0.069
cgr060,22,210,0.624,0.555,0.69,0.068
cgr060,22,220,0.614,0.546,0.678,0.066
cgr060,22,230,0.609,0.542,0.672,0.065
cgr060,22,240,0.612,0.548,0.674,0.063
cgr060,22,250,0.608,0.544,0.669,0.062
cgr060,22,260,0.615,0.553,0.675,0.061
cgr060,22,270,0.615,0.554,0.673,0.06
cgr060,22,280,0.625,0.565,0.682,0.058
cgr060,22,290,0.621,0.562,0.677,0.057
cgr060,22,300,0.617,0.56,0.673,0.057
cgr060,21,10,0.5,0.187,0.813,0.313
cgr060,21,20,0.55,0.315,0.769,0.227
cgr060,21,30,0.567,0.374,0.745,0.186
cgr060,21,40,0.65,0.483,0.794,0.155
cgr060,21,50,0.6,0.452,0.736,0.142
cgr060,21,60,0.567,0.432,0.694,0.131
cgr060,21,70,0.557,0.433,0.676,0.121
cgr060,21,80,0.55,0.435,0.662,0.113
cgr060,21,90,0.578,0.469,0.681,0.106
cgr060,21,100,0.57,0.467,0.669,0.101
cgr060,21,110,0.573,0.475,0.667,0.096
cgr060,21,120,0.558,0.465,0.649,0.092
cgr060,21,130,0.577,0.487,0.663,0.088
cgr060,21,140,0.579,0.492,0.661,0.085
cgr060,21,150,0.567,0.483,0.647,0.082
cgr060,21,160,0.575,0.494,0.653,0.079
cgr060,21,170,0.576,0.498,0.652,0.077
cgr060,21,180,0.572,0.496,0.646,0.075
cgr060,21,190,0.589,0.516,0.66,0.072
cgr060,21,200,0.585,0.513,0.654,0.07
cgr060,21,210,0.59,0.521,0.658,0.068
cgr060,21,220,0.591,0.523,0.657,0.067
cgr060,21,230,0.6,0.534,0.664,0.065
cgr060,21,240,0.6,0.535,0.662,0.064
cgr060,21,250,0.604,0.54,0.665,0.062
cgr060,21,260,0.6,0.538,0.66,0.061
cgr060,21,270,0.607,0.546,0.666,0.06
cgr060,21,280,0.604,0.544,0.661,0.059
cgr060,21,290,0.597,0.538,0.653,0.058
cgr060,21,300,0.592,0.534,0.648,0.057
cgr060,20,10,0.5,0.187,0.813,0.313
cgr060,20,20,0.45,0.231,0.685,0.227
cgr060,20,30,0.533,0.343,0.717,0.187
cgr060,20,40,0.575,0.409,0.73,0.16
cgr060,20,50,0.5,0.355,0.645,0.145
cgr060,20,60,0.5,0.368,0.632,0.132
cgr060,20,70,0.514,0.392,0.636,0.122
cgr060,20,80,0.5,0.386,0.614,0.114
cgr060,20,90,0.511,0.403,0.618,0.107
cgr060,20,100,0.5,0.398,0.602,0.102
cgr060,20,110,0.509,0.412,0.606,0.097
cgr060,20,120,0.517,0.424,0.609,0.093
cgr060,20,130,0.515,0.426,0.604,0.089
cgr060,20,140,0.521,0.435,0.607,0.086
cgr060,20,150,0.533,0.45,0.615,0.082
cgr060,20,160,0.544,0.463,0.623,0.08
cgr060,20,170,0.565,0.487,0.64,0.077
cgr060,20,180,0.572,0.496,0.646,0.075
cgr060,20,190,0.579,0.505,0.65,0.072
cgr060,20,200,0.59,0.518,0.659,0.07
cgr060,20,210,0.59,0.521,0.658,0.068
cgr060,20,220,0.6,0.532,0.665,0.067
cgr060,20,230,0.613,0.547,0.676,0.065
cgr060,20,240,0.612,0.548,0.674,0.063
cgr060,20,250,0.612,0.549,0.673,0.062
cgr060,20,260,0.619,0.557,0.679,0.061
cgr060,20,270,0.615,0.554,0.673,0.06
cgr060,20,280,0.621,0.562,0.678,0.058
cgr060,20,290,0.624,0.565,0.68,0.058
cgr060,20,300,0.616,0.558,0.672,0.057
cgr060,19,10,0.4,0.122,0.738,0.308
cgr060,19,20,0.5,0.272,0.728,0.228
cgr060,19,30,0.6,0.406,0.773,0.184
cgr060,19,40,0.55,0.385,0.707,0.161
cgr060,19,50,0.54,0.393,0.682,0.144
cgr060,19,60,0.567,0.432,0.694,0.131
cgr060,19,70,0.571,0.447,0.689,0.121
cgr060,19,80,0.55,0.435,0.662,0.113
cgr060,19,90,0.556,0.447,0.66,0.107
cgr060,19,100,0.58,0.477,0.678,0.1
cgr060,19,110,0.564,0.466,0.658,0.096
cgr060,19,120,0.575,0.481,0.665,0.092
cgr060,19,130,0.592,0.503,0.678,0.087
cgr060,19,140,0.6,0.514,0.682,0.084
cgr060,19,150,0.593,0.51,0.673,0.081
cgr060,19,160,0.588,0.507,0.665,0.079
cgr060,19,170,0.6,0.522,0.674,0.076
cgr060,19,180,0.6,0.524,0.672,0.074
cgr060,19,190,0.605,0.532,0.675,0.072
cgr060,19,200,0.605,0.534,0.673,0.07
cgr060,19,210,0.614,0.545,0.68,0.068
cgr060,19,220,0.618,0.55,0.683,0.066
cgr060,19,230,0.622,0.556,0.685,0.065
cgr060,19,240,0.629,0.565,0.69,0.063
cgr060,19,250,0.624,0.561,0.684,0.062
cgr060,19,260,0.623,0.561,0.682,0.061
cgr060,19,270,0.619,0.558,0.677,0.06
cgr060,19,280,0.614,0.555,0.672,0.059
cgr060,19,290,0.621,0.562,0.677,0.057
cgr060,19,300,0.615,0.558,0.671,0.057
cgr060,18,10,0.6,0.262,0.878,0.308
cgr060,18,20,0.65,0.408,0.846,0.219
cgr060,18,30,0.633,0.439,0.801,0.181
cgr060,18,40,0.675,0.509,0.814,0.153
cgr060,18,50,0.7,0.554,0.821,0.134
cgr060,18,60,0.683,0.55,0.797,0.123
cgr060,18,70,0.686,0.564,0.791,0.114
cgr060,18,80,0.675,0.561,0.776,0.107
cgr060,18,90,0.667,0.559,0.763,0.102
cgr060,18,100,0.66,0.558,0.752,0.097
cgr060,18,110,0.636,0.539,0.726,0.093
cgr060,18,120,0.642,0.549,0.727,0.089
cgr060,18,130,0.646,0.558,0.728,0.085
cgr060,18,140,0.629,0.543,0.709,0.083
cgr060,18,150,0.647,0.565,0.723,0.079
cgr060,18,160,0.638,0.558,0.712,0.077
cgr060,18,170,0.635,0.558,0.708,0.075
cgr060,18,180,0.628,0.553,0.699,0.073
cgr060,18,190,0.626,0.553,0.695,0.071
cgr060,18,200,0.625,0.554,0.692,0.069
cgr060,18,210,0.629,0.559,0.694,0.067
cgr060,18,220,0.636,0.569,0.7,0.065
cgr060,18,230,0.643,0.578,0.705,0.064
cgr060,18,240,0.646,0.582,0.706,0.062
cgr060,18,250,0.648,0.585,0.707,0.061
cgr060,18,260,0.642,0.581,0.701,0.06
cgr060,18,270,0.641,0.58,0.698,0.059
cgr060,18,280,0.639,0.58,0.696,0.058
cgr060,18,290,0.641,0.583,0.697,0.057
cgr060,18,300,0.637,0.58,0.692,0.056
cgr060,17,10,0.6,0.262,0.878,0.308
cgr060,17,20,0.55,0.315,0.769,0.227
cgr060,17,30,0.567,0.374,0.745,0.186
cgr060,17,40,0.55,0.385,0.707,0.161
cgr060,17,50,0.54,0.393,0.682,0.144
cgr060,17,60,0.517,0.384,0.648,0.132
cgr060,17,70,0.543,0.419,0.663,0.122
cgr060,17,80,0.562,0.447,0.673,0.113
cgr060,17,90,0.6,0.491,0.702,0.105
cgr060,17,100,0.59,0.487,0.687,0.1
cgr060,17,110,0.582,0.484,0.675,0.096
cgr060,17,120,0.583,0.49,0.673,0.091
cgr060,17,130,0.6,0.51,0.685,0.087
cgr060,17,140,0.614,0.528,0.695,0.083
cgr060,17,150,0.613,0.53,0.692,0.081
cgr060,17,160,0.619,0.539,0.694,0.078
cgr060,17,170,0.618,0.54,0.691,0.075
cgr060,17,180,0.628,0.553,0.699,0.073
cgr060,17,190,0.637,0.564,0.705,0.071
cgr060,17,200,0.64,0.569,0.706,0.069
cgr060,17,210,0.633,0.564,0.699,0.067
cgr060,17,220,0.618,0.55,0.683,0.066
cgr060,17,230,0.617,0.551,0.68,0.065
cgr060,17,240,0.625,0.56,0.686,0.063
cgr060,17,250,0.624,0.561,0.684,0.062
cgr060,17,260,0.619,0.557,0.679,0.061
cgr060,17,270,0.622,0.561,0.68,0.059
cgr060,17,280,0.614,0.555,0.672,0.059
cgr060,17,290,0.61,0.552,0.667,0.058
cgr060,17,300,0.608,0.55,0.664,0.057
cgr060,16,10,0.5,0.187,0.813,0.313
cgr060,16,20,0.5,0.272,0.728,0.228
cgr060,16,30,0.567,0.374,0.745,0.186
cgr060,16,40,0.575,0.409,0.73,0.16
cgr060,16,50,0.56,0.413,0.7,0.144
cgr060,16,60,0.55,0.416,0.679,0.131
cgr060,16,70,0.529,0.406,0.649,0.122
cgr060,16,80,0.538,0.422,0.65,0.114
cgr060,16,90,0.556,0.447,0.66,0.107
cgr060,16,100,0.59,0.487,0.687,0.1
cgr060,16,110,0.582,0.484,0.675,0.096
cgr060,16,120,0.575,0.481,0.665,0.092
cgr060,16,130,0.569,0.48,0.656,0.088
cgr060,16,140,0.579,0.492,0.661,0.085
cgr060,16,150,0.553,0.47,0.634,0.082
cgr060,16,160,0.544,0.463,0.623,0.08
cgr060,16,170,0.541,0.463,0.618,0.077
cgr060,16,180,0.539,0.463,0.613,0.075
cgr060,16,190,0.547,0.474,0.62,0.073
cgr060,16,200,0.54,0.468,0.611,0.071
cgr060,16,210,0.543,0.473,0.612,0.069
cgr060,16,220,0.545,0.477,0.613,0.068
cgr060,16,230,0.548,0.481,0.613,0.066
cgr060,16,240,0.554,0.489,0.618,0.065
cgr060,16,250,0.556,0.492,0.619,0.063
cgr060,16,260,0.558,0.495,0.619,0.062
cgr060,16,270,0.556,0.494,0.616,0.061
cgr060,16,280,0.557,0.497,0.616,0.06
cgr060,16,290,0.562,0.503,0.62,0.059
cgr060,16,300,0.569,0.511,0.626,0.058
cgr060,15,10,0.3,0.067,0.652,0.293
cgr060,15,20,0.45,0.231,0.685,0.227
cgr060,15,30,0.4,0.227,0.594,0.184
cgr060,15,40,0.475,0.315,0.639,0.162
cgr060,15,50,0.48,0.337,0.626,0.145
cgr060,15,60,0.483,0.352,0.616,0.132
cgr060,15,70,0.514,0.392,0.636,0.122
cgr060,15,80,0.5,0.386,0.614,0.114
cgr060,15,90,0.544,0.436,0.65,0.107
cgr060,15,100,0.55,0.447,0.65,0.101
cgr060,15,110,0.573,0.475,0.667,0.096
cgr060,15,120,0.575,0.481,0.665,0.092
cgr060,15,130,0.577,0.487,0.663,0.088
cgr060,15,140,0.579,0.492,0.661,0.085
cgr060,15,150,0.567,0.483,0.647,0.082
cgr060,15,160,0.575,0.494,0.653,0.079
cgr060,15,170,0.582,0.504,0.657,0.077
cgr060,15,180,0.572,0.496,0.646,0.075
cgr060,15,190,0.579,0.505,0.65,0.072
cgr060,15,200,0.59,0.518,0.659,0.07
cgr060,15,210,0.59,0.521,0.658,0.068
cgr060,15,220,0.595,0.527,0.661,0.067
cgr060,15,230,0.583,0.516,0.647,0.066
cgr060,15,240,0.575,0.51,0.638,0.064
cgr060,15,250,0.572,0.508,0.634,0.063
cgr060,15,260,0.565,0.503,0.627,0.062
cgr060,15,270,0.574,0.513,0.634,0.061
cgr060,15,280,0.571,0.511,0.63,0.059
cgr060,15,290,0.571,0.512,0.629,0.059
cgr060,15,300,0.578,0.52,0.635,0.058
cgr060,14,10,0.7,0.348,0.933,0.293
cgr060,14,20,0.6,0.361,0.809,0.224
cgr060,14,30,0.6,0.406,0.773,0.184
cgr060,14,40,0.525,0.361,0.685,0.162
cgr060,14,50,0.56,0.413,0.7,0.144
cgr060,14,60,0.517,0.384,0.648,0.132
cgr060,14,70,0.543,0.419,0.663,0.122
cgr060,14,80,0.588,0.472,0.696,0.112
cgr060,14,90,0.589,0.48,0.692,0.106
cgr060,14,100,0.59,0.487,0.687,0.1
cgr060,14,110,0.591,0.493,0.684,0.095
cgr060,14,120,0.583,0.49,0.673,0.091
cgr060,14,130,0.6,0.51,0.685,0.087
cgr060,14,140,0.6,0.514,0.682,0.084
cgr060,14,150,0.6,0.517,0.679,0.081
cgr060,14,160,0.606,0.526,0.682,0.078
cgr060,14,170,0.618,0.54,0.691,0.075
cgr060,14,180,0.617,0.541,0.688,0.073
cgr060,14,190,0.621,0.548,0.69,0.071
cgr060,14,200,0.63,0.559,0.697,0.069
cgr060,14,210,0.638,0.569,0.703,0.067
cgr060,14,220,0.636,0.569,0.7,0.065
cgr060,14,230,0.643,0.578,0.705,0.064
cgr060,14,240,0.654,0.59,0.714,0.062
cgr060,14,250,0.652,0.589,0.711,0.061
cgr060,14,260,0.65,0.589,0.708,0.06
cgr060,14,270,0.641,0.58,0.698,0.059
cgr060,14,280,0.639,0.58,0.696,0.058
cgr060,14,290,0.639,0.58,0.694,0.057
cgr060,14,300,0.642,0.584,0.697,0.056
cgr060,13,10,0.6,0.262,0.878,0.308
cgr060,13,20,0.55,0.315,0.769,0.227
cgr060,13,30,0.567,0.374,0.745,0.186
cgr060,13,40,0.525,0.361,0.685,0.162
cgr060,13,50,0.54,0.393,0.682,0.144
cgr060,13,60,0.583,0.449,0.709,0.13
cgr060,13,70,0.6,0.476,0.715,0.12
cgr060,13,80,0.588,0.472,0.696,0.112
cgr060,13,90,0.589,0.48,0.692,0.106
cgr060,13,100,0.59,0.487,0.687,0.1
cgr060,13,110,0.591,0.493,0.684,0.095
cgr060,13,120,0.608,0.515,0.696,0.091
cgr060,13,130,0.608,0.518,0.692,0.087
cgr060,13,140,0.6,0.514,0.682,0.084
cgr060,13,150,0.593,0.51,0.673,0.081
cgr060,13,160,0.606,0.526,0.682,0.078
cgr060,13,170,0.606,0.528,0.68,0.076
cgr060,13,180,0.606,0.53,0.677,0.074
cgr060,13,190,0.589,0.516,0.66,0.072
cgr060,13,200,0.6,0.529,0.668,0.07
cgr060,13,210,0.6,0.53,0.667,0.068
cgr060,13,220,0.595,0.527,0.661,0.067
cgr060,13,230,0.596,0.529,0.66,0.065
cgr060,13,240,0.596,0.531,0.658,0.064
cgr060,13,250,0.592,0.528,0.654,0.063
cgr060,13,260,0.588,0.526,0.649,0.061
cgr060,13,270,0.589,0.528,0.648,0.06
cgr060,13,280,0.582,0.522,0.641,0.059
cgr060,13,290,0.59,0.531,0.647,0.058
cgr060,13,300,0.584,0.526,0.641,0.058
cgr060,12,10,0.4,0.122,0.738,0.308
cgr060,12,20,0.5,0.272,0.728,0.228
cgr060,12,30,0.633,0.439,0.801,0.181
cgr060,12,40,0.625,0.458,0.773,0.157
cgr060,12,50,0.64,0.492,0.771,0.139
cgr060,12,60,0.633,0.499,0.754,0.128
cgr060,12,70,0.643,0.519,0.754,0.117
cgr060,12,80,0.612,0.497,0.719,0.111
cgr060,12,90,0.6,0.491,0.702,0.105
cgr060,12,100,0.62,0.517,0.715,0.099
cgr060,12,110,0.609,0.511,0.701,0.095
cgr060,12,120,0.608,0.515,0.696,0.091
cgr060,12,130,0.615,0.526,0.699,0.087
cgr060,12,140,0.607,0.521,0.689,0.084
cgr060,12,150,0.62,0.537,0.698,0.08
cgr060,12,160,0.625,0.545,0.7,0.078
cgr060,12,170,0.624,0.546,0.697,0.075
cgr060,12,180,0.622,0.547,0.693,0.073
cgr060,12,190,0.632,0.559,0.7,0.071
cgr060,12,200,0.64,0.569,0.706,0.069
cgr060,12,210,0.643,0.574,0.708,0.067
cgr060,12,220,0.641,0.574,0.704,0.065
cgr060,12,230,0.648,0.582,0.709,0.064
cgr060,12,240,0.654,0.59,0.714,0.062
cgr060,12,250,0.652,0.589,0.711,0.061
cgr060,12,260,0.646,0.585,0.704,0.06
cgr060,12,270,0.644,0.584,0.702,0.059
cgr060,12,280,0.651,0.591,0.707,0.058
cgr060,12,290,0.643,0.584,0.699,0.058
cgr060,12,300,0.635,0.576,0.691,0.057
cgr060,11,10,0.7,0.348,0.933,0.293
cgr060,11,20,0.8,0.563,0.943,0.19
cgr060,11,30,0.833,0.653,0.944,0.145
cgr060,11,40,0.725,0.561,0.854,0.146
cgr060,11,50,0.7,0.554,0.821,0.134
cgr060,11,60,0.667,0.533,0.783,0.125
cgr060,11,70,0.671,0.549,0.779,0.115
cgr060,11,80,0.662,0.548,0.764,0.108
cgr060,11,90,0.667,0.559,0.763,0.102
cgr060,11,100,0.64,0.538,0.734,0.098
cgr060,11,110,0.636,0.539,0.726,0.093
cgr060,11,120,0.633,0.541,0.719,0.089
cgr060,11,130,0.623,0.534,0.707,0.086
cgr060,11,140,0.614,0.528,0.695,0.083
cgr060,11,150,0.633,0.551,0.71,0.08
cgr060,11,160,0.638,0.558,0.712,0.077
cgr060,11,170,0.641,0.564,0.713,0.075
cgr060,11,180,0.644,0.57,0.714,0.072
cgr060,11,190,0.637,0.564,0.705,0.071
cgr060,11,200,0.63,0.559,0.697,0.069
cgr060,11,210,0.624,0.555,0.69,0.068
cgr060,11,220,0.632,0.564,0.696,0.066
cgr060,11,230,0.617,0.551,0.68,0.065
cgr060,11,240,0.608,0.543,0.67,0.064
cgr060,11,250,0.608,0.544,0.669,0.062
cgr060,11,260,0.608,0.545,0.667,0.061
cgr060,11,270,0.596,0.535,0.655,0.06
cgr060,11,280,0.596,0.536,0.654,0.059
cgr060,11,290,0.6,0.541,0.657,0.058
cgr060,11,300,0.597,0.538,0.653,0.058
cgr060,10,10,0.6,0.262,0.878,0.308
cgr060,10,20,0.6,0.361,0.809,0.224
cgr060,10,30,0.633,0.439,0.801,0.181
cgr060,10,40,0.6,0.433,0.751,0.159
cgr060,10,50,0.6,0.452,0.736,0.142
cgr060,10,60,0.617,0.482,0.739,0.129
cgr060,10,70,0.643,0.519,0.754,0.117
cgr060,10,80,0.638,0.522,0.742,0.11
cgr060,10,90,0.633,0.525,0.732,0.104
cgr060,10,100,0.64,0.538,0.734,0.098
cgr060,10,110,0.636,0.539,0.726,0.093
cgr060,10,120,0.633,0.541,0.719,0.089
cgr060,10,130,0.615,0.526,0.699,0.087
cgr060,10,140,0.614,0.528,0.695,0.083
cgr060,10,150,0.613,0.53,0.692,0.081
cgr060,10,160,0.594,0.513,0.671,0.079
cgr060,10,170,0.594,0.516,0.669,0.076
cgr060,10,180,0.583,0.508,0.656,0.074
cgr060,10,190,0.595,0.521,0.665,0.072
cgr060,10,200,0.6,0.529,0.668,0.07
cgr060,10,210,0.595,0.526,0.662,0.068
cgr060,10,220,0.6,0.532,0.665,0.067
cgr060,10,230,0.591,0.525,0.655,0.065
cgr060,10,240,0.6,0.535,0.662,0.064
cgr060,10,250,0.596,0.532,0.657,0.063
cgr060,10,260,0.6,0.538,0.66,0.061
cgr060,10,270,0.593,0.531,0.652,0.06
cgr060,10,280,0.6,0.54,0.658,0.059
cgr060,10,290,0.602,0.543,0.659,0.058
cgr060,10,300,0.595,0.537,0.652,0.058
cgr060,9,10,0.4,0.122,0.738,0.308
cgr060,9,20,0.45,0.231,0.685,0.227
cgr060,9,30,0.467,0.283,0.657,0.187
cgr060,9,40,0.5,0.338,0.662,0.162
cgr060,9,50,0.5,0.355,0.645,0.145
cgr060,9,60,0.5,0.368,0.632,0.132
cgr060,9,70,0.457,0.337,0.581,0.122
cgr060,9,80,0.462,0.35,0.578,0.114
cgr060,9,90,0.478,0.371,0.586,0.107
cgr060,9,100,0.5,0.398,0.602,0.102
cgr060,9,110,0.5,0.403,0.597,0.097
cgr060,9,120,0.508,0.416,0.601,0.093
cgr060,9,130,0.531,0.441,0.619,0.089
cgr060,9,140,0.521,0.435,0.607,0.086
cgr060,9,150,0.52,0.437,0.602,0.083
cgr060,9,160,0.538,0.457,0.617,0.08
cgr060,9,170,0.524,0.446,0.601,0.077
cgr060,9,180,0.522,0.447,0.597,0.075
cgr060,9,190,0.537,0.463,0.609,0.073
cgr060,9,200,0.535,0.463,0.606,0.071
cgr060,9,210,0.533,0.463,0.602,0.069
cgr060,9,220,0.545,0.477,0.613,0.068
cgr060,9,230,0.539,0.472,0.605,0.066
cgr060,9,240,0.542,0.476,0.606,0.065
cgr060,9,250,0.548,0.484,0.611,0.063
cgr060,9,260,0.55,0.487,0.612,0.062
cgr060,9,270,0.552,0.49,0.612,0.061
cgr060,9,280,0.55,0.49,0.609,0.06
cgr060,9,290,0.543,0.484,0.602,0.059
cgr060,9,300,0.537,0.479,0.595,0.058
cgr060,8,10,0.5,0.187,0.813,0.313
cgr060,8,20,0.35,0.154,0.592,0.219
cgr060,8,30,0.467,0.283,0.657,0.187
cgr060,8,40,0.575,0.409,0.73,0.16
cgr060,8,50,0.62,0.472,0.753,0.141
cgr060,8,60,0.583,0.449,0.709,0.13
cgr060,8,70,0.586,0.462,0.702,0.12
cgr060,8,80,0.588,0.472,0.696,0.112
cgr060,8,90,0.567,0.458,0.671,0.106
cgr060,8,100,0.6,0.497,0.697,0.1
cgr060,8,110,0.591,0.493,0.684,0.095
cgr060,8,120,0.6,0.507,0.688,0.091
cgr060,8,130,0.623,0.534,0.707,0.086
cgr060,8,140,0.629,0.543,0.709,0.083
cgr060,8,150,0.633,0.551,0.71,0.08
cgr060,8,160,0.65,0.571,0.724,0.076
cgr060,8,170,0.647,0.57,0.719,0.074
cgr060,8,180,0.656,0.581,0.725,0.072
cgr060,8,190,0.653,0.58,0.72,0.07
cgr060,8,200,0.655,0.585,0.721,0.068
cgr060,8,210,0.657,0.589,0.721,0.066
cgr060,8,220,0.655,0.588,0.717,0.065
cgr060,8,230,0.657,0.591,0.718,0.063
cgr060,8,240,0.654,0.59,0.714,0.062
cgr060,8,250,0.66,0.598,0.719,0.06
cgr060,8,260,0.658,0.597,0.715,0.059
cgr060,8,270,0.652,0.592,0.709,0.058
cgr060,8,280,0.656,0.597,0.712,0.057
cgr060,8,290,0.651,0.593,0.707,0.057
cgr060,8,300,0.654,0.596,0.709,0.056
cgr060,7,10,0.5,0.187,0.813,0.313
cgr060,7,20,0.45,0.231,0.685,0.227
cgr060,7,30,0.433,0.255,0.626,0.186
cgr060,7,40,0.45,0.293,0.615,0.161
cgr060,7,50,0.46,0.318,0.607,0.144
cgr060,7,60,0.467,0.337,0.6,0.132
cgr060,7,70,0.5,0.378,0.622,0.122
cgr060,7,80,0.538,0.422,0.65,0.114
cgr060,7,90,0.533,0.425,0.639,0.107
cgr060,7,100,0.57,0.467,0.669,0.101
cgr060,7,110,0.536,0.439,0.632,0.097
cgr060,7,120,0.55,0.457,0.641,0.092
cgr060,7,130,0.562,0.472,0.648,0.088
cgr060,7,140,0.557,0.471,0.641,0.085
cgr060,7,150,0.573,0.49,0.654,0.082
cgr060,7,160,0.575,0.494,0.653,0.079
cgr060,7,170,0.594,0.516,0.669,0.076
cgr060,7,180,0.589,0.513,0.662,0.074
cgr060,7,190,0.595,0.521,0.665,0.072
cgr060,7,200,0.605,0.534,0.673,0.07
cgr060,7,210,0.6,0.53,0.667,0.068
cgr060,7,220,0.609,0.541,0.674,0.066
cgr060,7,230,0.604,0.538,0.668,0.065
cgr060,7,240,0.612,0.548,0.674,0.063
cgr060,7,250,0.62,0.557,0.68,0.062
cgr060,7,260,0.612,0.549,0.671,0.061
cgr060,7,270,0.607,0.546,0.666,0.06
cgr060,7,280,0.604,0.544,0.661,0.059
cgr060,7,290,0.594,0.535,0.651,0.058
cgr060,7,300,0.59,0.532,0.647,0.058
cgr060,6,10,0.4,0.122,0.738,0.308
cgr060,6,20,0.45,0.231,0.685,0.227
cgr060,6,30,0.533,0.343,0.717,0.187
cgr060,6,40,0.525,0.361,0.685,0.162
cgr060,6,50,0.56,0.413,0.7,0.144
cgr060,6,60,0.567,0.432,0.694,0.131
cgr060,6,70,0.557,0.433,0.676,0.121
cgr060,6,80,0.562,0.447,0.673,0.113
cgr060,6,90,0.556,0.447,0.66,0.107
cgr060,6,100,0.58,0.477,0.678,0.1
cgr060,6,110,0.591,0.493,0.684,0.095
cgr060,6,120,0.592,0.498,0.68,0.091
cgr060,6,130,0.592,0.503,0.678,0.087
cgr060,6,140,0.6,0.514,0.682,0.084
cgr060,6,150,0.607,0.524,0.685,0.081
cgr060,6,160,0.594,0.513,0.671,0.079
cgr060,6,170,0.594,0.516,0.669,0.076
cgr060,6,180,0.589,0.513,0.662,0.074
cgr060,6,190,0.574,0.5,0.645,0.072
cgr060,6,200,0.575,0.503,0.644,0.071
cgr060,6,210,0.586,0.516,0.653,0.069
cgr060,6,220,0.577,0.509,0.643,0.067
cgr060,6,230,0.565,0.498,0.63,0.066
cgr060,6,240,0.567,0.501,0.63,0.064
cgr060,6,250,0.568,0.504,0.63,0.063
cgr060,6,260,0.558,0.495,0.619,0.062
cgr060,6,270,0.563,0.502,0.623,0.061
cgr060,6,280,0.563,0.502,0.622,0.06
cgr060,6,290,0.56,0.5,0.618,0.059
cgr060,6,300,0.557,0.498,0.615,0.059
cgr060,5,10,0.3,0.067,0.652,0.293
cgr060,5,20,0.55,0.315,0.769,0.227
cgr060,5,30,0.633,0.439,0.801,0.181
cgr060,5,40,0.65,0.483,0.794,0.155
cgr060,5,50,0.6,0.452,0.736,0.142
cgr060,5,60,0.617,0.482,0.739,0.129
cgr060,5,70,0.586,0.462,0.702,0.12
cgr060,5,80,0.612,0.497,0.719,0.111
cgr060,5,90,0.622,0.514,0.722,0.104
cgr060,5,100,0.62,0.517,0.715,0.099
cgr060,5,110,0.609,0.511,0.701,0.095
cgr060,5,120,0.6,0.507,0.688,0.091
cgr060,5,130,0.585,0.495,0.67,0.088
cgr060,5,140,0.6,0.514,0.682,0.084
cgr060,5,150,0.593,0.51,0.673,0.081
cgr060,5,160,0.588,0.507,0.665,0.079
cgr060,5,170,0.588,0.51,0.663,0.076
cgr060,5,180,0.578,0.502,0.651,0.074
cgr060,5,190,0.574,0.5,0.645,0.072
cgr060,5,200,0.58,0.508,0.649,0.07
cgr060,5,210,0.586,0.516,0.653,0.069
cgr060,5,220,0.591,0.523,0.657,0.067
cgr060,5,230,0.591,0.525,0.655,0.065
cgr060,5,240,0.6,0.535,0.662,0.064
cgr060,5,250,0.604,0.54,0.665,0.062
cgr060,5,260,0.604,0.542,0.664,0.061
cgr060,5,270,0.607,0.546,0.666,0.06
cgr060,5,280,0.611,0.551,0.668,0.059
cgr060,5,290,0.61,0.552,0.667,0.058
cgr060,5,300,0.611,0.553,0.667,0.057
cgr060,4,10,0.6,0.262,0.878,0.308
cgr060,4,20,0.65,0.408,0.846,0.219
cgr060,4,30,0.667,0.472,0.827,0.178
cgr060,4,40,0.675,0.509,0.814,0.153
cgr060,4,50,0.68,0.533,0.805,0.136
cgr060,4,60,0.667,0.533,0.783,0.125
cgr060,4,70,0.7,0.579,0.804,0.113
cgr060,4,80,0.688,0.574,0.787,0.106
cgr060,4,90,0.667,0.559,0.763,0.102
cgr060,4,100,0.66,0.558,0.752,0.097
cgr060,4,110,0.645,0.549,0.734,0.093
cgr060,4,120,0.658,0.566,0.742,0.088
cgr060,4,130,0.669,0.581,0.749,0.084
cgr060,4,140,0.686,0.602,0.761,0.08
cgr060,4,150,0.673,0.592,0.748,0.078
cgr060,4,160,0.669,0.59,0.741,0.075
cgr060,4,170,0.665,0.588,0.735,0.073
cgr060,4,180,0.667,0.593,0.735,0.071
cgr060,4,190,0.679,0.608,0.745,0.069
cgr060,4,200,0.675,0.605,0.739,0.067
cgr060,4,210,0.671,0.603,0.735,0.066
cgr060,4,220,0.677,0.611,0.739,0.064
cgr060,4,230,0.678,0.614,0.738,0.062
cgr060,4,240,0.667,0.603,0.726,0.061
