scenario,trial,sample_size,cgr,cgr_ciL,cgr_ciH,cgr_nsd,cgr_eqv,bbi_C,bbi_C_ciL,bbi_C_ciH,bbi_C_nsd,bbi_C_eqv,bbi_T,bbi_T_ciL,bbi_T_ciH,bbi_T_nsd,bbi_T_eqv,gmg,gmg_ciL,gmg_ciH,gmg_nsd,gmg_eqv,gmgc,gmgc_ciL,gmgc_ciH,gmgc_nsd,gmgc_eqv
diff_2mg,39,180,0.6,0.524,0.672,False,False,0.244,0.044,0.445,False,False,0.156,-0.049,0.36,True,False,2.561,0.223,4.899,False,True,2.561,1.103,4.019,False,True
diff_2mg,39,200,0.595,0.523,0.664,False,False,0.24,0.05,0.43,False,False,0.14,-0.054,0.334,True,False,2.562,0.367,4.757,False,True,2.562,1.185,3.939,False,True
diff_2mg,39,240,0.604,0.539,0.666,False,False,0.233,0.059,0.407,False,False,0.183,0.007,0.359,False,False,2.8,0.843,4.757,False,True,2.8,1.531,4.069,False,True
diff_2mg,39,280,0.579,0.518,0.637,False,True,0.171,0.008,0.335,False,False,0.143,-0.021,0.307,True,False,2.027,0.255,3.799,False,True,2.027,0.861,3.194,False,True
diff_2mg,39,320,0.569,0.512,0.624,False,True,0.138,-0.016,0.291,True,False,0.138,-0.016,0.291,True,False,1.822,0.196,3.449,False,True,1.822,0.712,2.933,False,True
diff_2mg,39,360,0.569,0.517,0.621,False,True,0.144,-0.0,0.289,False,False,0.133,-0.011,0.278,True,False,2.239,0.673,3.806,False,True,2.239,1.196,3.283,False,True
diff_2mg,39,400,0.555,0.505,0.604,False,True,0.1,-0.038,0.238,True,False,0.12,-0.018,0.258,True,False,1.98,0.49,3.471,False,True,1.98,0.991,2.97,False,True
diff_2mg,38,60,0.317,0.203,0.45,False,False,-0.333,-0.671,0.004,True,False,-0.4,-0.728,-0.072,False,False,-2.41,-5.602,0.782,True,False,-2.41,-4.914,0.094,True,True
diff_2mg,38,80,0.388,0.281,0.503,True,False,-0.2,-0.504,0.104,True,False,-0.25,-0.55,0.05,True,False,-0.447,-3.548,2.653,True,True,-0.447,-2.57,1.675,True,True
diff_2mg,38,100,0.4,0.303,0.503,True,False,-0.16,-0.434,0.114,True,False,-0.24,-0.509,0.029,True,False,-0.432,-3.365,2.501,True,True,-0.432,-2.304,1.44,True,True
diff_2mg,38,120,0.4,0.312,0.493,False,False,-0.133,-0.384,0.117,True,False,-0.267,-0.511,-0.023,False,False,-0.755,-3.455,1.945,True,True,-0.755,-2.44,0.93,True,True
diff_2mg,38,140,0.4,0.318,0.486,False,False,-0.2,-0.43,0.03,True,False,-0.2,-0.43,0.03,True,False,-1.39,-3.923,1.143,True,True,-1.39,-2.967,0.187,True,True
diff_2mg,38,160,0.412,0.335,0.493,False,False,-0.175,-0.391,0.041,True,False,-0.175,-0.391,0.041,True,False,-1.329,-3.592,0.934,True,True,-1.329,-2.803,0.146,True,True
diff_2mg,38,180,0.428,0.354,0.504,True,False,-0.133,-0.338,0.071,True,False,-0.156,-0.36,0.049,True,False,-0.699,-2.803,1.405,True,True,-0.699,-2.103,0.705,True,True
diff_2mg,38,200,0.445,0.375,0.517,True,True,-0.12,-0.315,0.075,True,False,-0.1,-0.295,0.095,True,False,-0.41,-2.405,1.585,True,True,-0.41,-1.741,0.921,True,True
diff_2mg,38,240,0.454,0.39,0.519,True,True,-0.1,-0.278,0.078,True,False,-0.083,-0.262,0.095,True,False,0.367,-1.459,2.194,True,True,0.367,-0.838,1.573,True,True
diff_2mg,38,280,0.454,0.394,0.514,True,True,-0.114,-0.279,0.05,True,False,-0.071,-0.237,0.094,True,False,0.189,-1.547,1.924,True,True,0.189,-0.934,1.311,True,True
diff_2mg,38,320,0.475,0.419,0.531,True,True,-0.075,-0.23,0.08,True,False,-0.025,-0.18,0.13,True,True,0.688,-0.909,2.285,True,True,0.688,-0.377,1.753,True,True
diff_2mg,38,360,0.478,0.425,0.531,True,True,-0.056,-0.201,0.09,True,False,-0.033,-0.179,0.113,True,True,0.639,-0.911,2.189,True,True,0.639,-0.36,1.638,True,True
diff_2mg,38,400,0.498,0.447,0.548,True,True,0.01,-0.129,0.149,True,True,-0.02,-0.159,0.119,True,True,1.037,-0.435,2.509,True,True,1.037,0.096,1.978,False,True
diff_2mg,37,60,0.583,0.449,0.709,True,False,0.0,-0.358,0.358,True,False,0.333,-0.004,0.671,True,False,1.9,-2.193,5.993,True,False,1.9,-0.474,4.274,True,True
diff_2mg,37,80,0.55,0.435,0.662,True,False,0.05,-0.26,0.36,True,False,0.15,-0.156,0.456,True,False,1.787,-1.631,5.206,True,False,1.787,-0.275,3.85,True,True
diff_2mg,37,100,0.51,0.408,0.611,True,True,0.0,-0.277,0.277,True,False,0.04,-0.237,0.317,True,False,1.478,-1.608,4.564,True,True,1.478,-0.36,3.316,True,True
diff_2mg,37,120,0.533,0.44,0.625,True,True,0.033,-0.22,0.286,True,False,0.1,-0.152,0.352,True,False,1.447,-1.221,4.115,True,True,1.447,-0.232,3.125,True,True
diff_2mg,37,140,0.521,0.435,0.607,True,True,0.0,-0.234,0.234,True,False,0.086,-0.148,0.319,True,False,1.059,-1.386,3.503,True,True,1.059,-0.536,2.653,True,True
diff_2mg,37,160,0.506,0.426,0.586,True,True,-0.025,-0.244,0.194,True,False,0.05,-0.169,0.269,True,False,0.647,-1.619,2.914,True,True,0.647,-0.896,2.191,True,True
diff_2mg,37,180,0.511,0.436,0.586,True,True,0.022,-0.184,0.229,True,False,0.022,-0.184,0.229,True,False,0.849,-1.289,2.987,True,True,0.849,-0.604,2.302,True,True
diff_2mg,37,200,0.53,0.458,0.601,True,True,0.06,-0.136,0.256,True,False,0.06,-0.136,0.256,True,False,1.425,-0.6,3.45,True,True,1.425,0.044,2.806,False,True
diff_2mg,37,240,0.554,0.489,0.618,True,True,0.117,-0.061,0.294,True,False,0.1,-0.078,0.278,True,False,2.111,0.255,3.967,False,True,2.111,0.848,3.374,False,True
diff_2mg,37,280,0.546,0.486,0.606,True,True,0.129,-0.036,0.293,True,False,0.057,-0.108,0.223,True,False,1.919,0.219,3.618,False,True,1.919,0.734,3.103,False,True
diff_2mg,37,320,0.547,0.491,0.602,True,True,0.112,-0.041,0.266,True,False,0.075,-0.08,0.23,True,False,1.649,0.076,3.223,False,True,1.649,0.544,2.754,False,True
diff_2mg,37,360,0.542,0.489,0.594,True,True,0.111,-0.034,0.256,True,False,0.056,-0.09,0.201,True,False,1.637,0.16,3.114,False,True,1.637,0.59,2.684,False,True
diff_2mg,37,400,0.545,0.495,0.595,True,True,0.1,-0.038,0.238,True,False,0.08,-0.058,0.218,True,False,1.8,0.396,3.203,False,True,1.8,0.805,2.794,False,True
diff_2mg,36,60,0.567,0.432,0.694,True,False,0.0,-0.358,0.358,True,False,0.267,-0.078,0.612,True,False,1.497,-2.099,5.092,True,False,1.497,-0.846,3.839,True,True
diff_2mg,36,80,0.55,0.435,0.662,True,False,0.0,-0.31,0.31,True,False,0.2,-0.104,0.504,True,False,1.53,-1.549,4.609,True,True,1.53,-0.431,3.491,True,True
diff_2mg,36,100,0.54,0.437,0.64,True,False,-0.04,-0.317,0.237,True,False,0.2,-0.072,0.472,True,False,1.134,-1.502,3.77,True,True,1.134,-0.669,2.937,True,True
diff_2mg,36,120,0.558,0.465,0.649,True,False,0.033,-0.22,0.286,True,False,0.2,-0.048,0.448,True,False,1.18,-1.166,3.526,True,True,1.18,-0.453,2.813,True,True
diff_2mg,36,140,0.557,0.471,0.641,True,False,0.0,-0.234,0.234,True,False,0.229,0.001,0.457,False,False,1.264,-0.908,3.436,True,True,1.264,-0.309,2.837,True,True
diff_2mg,36,160,0.556,0.476,0.635,True,True,0.0,-0.219,0.219,True,False,0.225,0.011,0.439,False,False,1.356,-0.66,3.372,True,True,1.356,-0.129,2.842,True,True
diff_2mg,36,180,0.556,0.48,0.629,True,True,0.0,-0.207,0.207,True,False,0.222,0.021,0.424,False,False,1.151,-0.739,3.041,True,True,1.151,-0.274,2.577,True,True
diff_2mg,36,200,0.565,0.493,0.635,True,True,0.04,-0.156,0.236,True,False,0.22,0.029,0.411,False,False,1.458,-0.374,3.29,True,True,1.458,0.104,2.812,False,True
diff_2mg,36,240,0.542,0.476,0.606,True,True,-0.033,-0.212,0.145,True,False,0.2,0.025,0.375,False,False,0.85,-0.886,2.586,True,True,0.85,-0.4,2.1,True,True
diff_2mg,36,280,0.543,0.483,0.602,True,True,0.0,-0.166,0.166,True,True,0.171,0.008,0.335,False,False,0.946,-0.668,2.561,True,True,0.946,-0.195,2.088,True,True
diff_2mg,36,320,0.541,0.484,0.596,True,True,0.0,-0.155,0.155,True,True,0.162,0.01,0.315,False,False,1.179,-0.332,2.691,True,True,1.179,0.103,2.255,False,True
diff_2mg,36,360,0.542,0.489,0.594,True,True,0.0,-0.146,0.146,True,True,0.167,0.023,0.311,False,False,1.599,0.129,3.07,False,True,1.599,0.576,2.623,False,True
diff_2mg,36,400,0.542,0.492,0.592,True,True,0.04,-0.098,0.178,True,True,0.13,-0.007,0.267,True,False,1.562,0.172,2.952,False,True,1.562,0.591,2.533,False,True
diff_2mg,35,60,0.483,0.352,0.616,True,False,0.0,-0.358,0.358,True,False,-0.067,-0.424,0.29,True,False,-1.183,-4.922,2.556,True,True,-1.183,-3.442,1.076,True,True
diff_2mg,35,80,0.5,0.386,0.614,True,True,0.05,-0.26,0.36,True,False,-0.05,-0.36,0.26,True,False,-0.657,-3.989,2.674,True,True,-0.657,-2.731,1.416,True,True
diff_2mg,35,100,0.5,0.398,0.602,True,True,0.04,-0.237,0.317,True,False,-0.04,-0.317,0.237,True,False,-0.954,-3.861,1.953,True,True,-0.954,-2.844,0.936,True,True
diff_2mg,35,120,0.517,0.424,0.609,True,True,0.133,-0.117,0.384,True,False,-0.067,-0.319,0.186,True,False,-0.615,-3.208,1.978,True,True,-0.615,-2.338,1.108,True,True
diff_2mg,35,140,0.5,0.414,0.586,True,True,0.086,-0.148,0.319,True,False,-0.086,-0.319,0.148,True,False,-1.334,-3.736,1.067,True,True,-1.334,-2.922,0.254,True,True
diff_2mg,35,160,0.519,0.438,0.598,True,True,0.1,-0.118,0.318,True,False,-0.025,-0.244,0.194,True,False,-0.443,-2.722,1.837,True,True,-0.443,-1.934,1.049,True,True
diff_2mg,35,180,0.533,0.458,0.608,True,True,0.133,-0.071,0.338,True,False,0.0,-0.207,0.207,True,False,0.237,-2.0,2.474,True,True,0.237,-1.162,1.635,True,True
diff_2mg,35,200,0.52,0.448,0.591,True,True,0.1,-0.095,0.295,True,False,-0.02,-0.216,0.176,True,False,0.121,-2.008,2.25,True,True,0.121,-1.203,1.445,True,True
diff_2mg,35,240,0.525,0.46,0.59,True,True,0.067,-0.112,0.245,True,False,0.033,-0.145,0.212,True,False,0.127,-1.815,2.069,True,True,0.127,-1.108,1.361,True,True
diff_2mg,35,280,0.536,0.475,0.595,True,True,0.057,-0.108,0.223,True,False,0.086,-0.079,0.251,True,False,0.506,-1.29,2.301,True,True,0.506,-0.628,1.639,True,True
diff_2mg,35,320,0.534,0.478,0.59,True,True,0.062,-0.092,0.217,True,False,0.075,-0.08,0.23,True,False,0.551,-1.096,2.199,True,True,0.551,-0.507,1.609,True,True
diff_2mg,35,360,0.519,0.466,0.572,True,True,0.044,-0.101,0.19,True,True,0.033,-0.113,0.179,True,True,0.359,-1.215,1.934,True,True,0.359,-0.646,1.365,True,True
diff_2mg,35,400,0.518,0.467,0.567,True,True,0.04,-0.098,0.178,True,True,0.03,-0.109,0.169,True,True,0.687,-0.845,2.219,True,True,0.687,-0.261,1.635,True,True
diff_2mg,34,60,0.717,0.586,0.825,False,False,0.467,0.15,0.783,False,False,0.4,0.072,0.728,False,False,5.667,2.007,9.327,False,False,5.667,3.217,8.116,False,False
diff_2mg,34,80,0.65,0.535,0.753,False,False,0.3,0.004,0.596,False,False,0.3,0.004,0.596,False,False,3.638,0.272,7.003,False,False,3.638,1.438,5.837,False,False
diff_2mg,34,100,0.61,0.507,0.706,False,False,0.2,-0.072,0.472,True,False,0.24,-0.029,0.509,True,False,2.51,-0.543,5.563,True,False,2.51,0.546,4.474,False,True
diff_2mg,34,120,0.592,0.498,0.68,True,False,0.133,-0.117,0.384,True,False,0.233,-0.013,0.479,True,False,1.877,-0.927,4.681,True,True,1.877,0.075,3.678,False,True
diff_2mg,34,140,0.614,0.528,0.695,False,False,0.2,-0.03,0.43,True,False,0.257,0.031,0.484,False,False,2.171,-0.407,4.75,True,True,2.171,0.484,3.859,False,True
diff_2mg,34,160,0.6,0.52,0.677,False,False,0.175,-0.041,0.391,True,False,0.225,0.011,0.439,False,False,1.67,-0.768,4.108,True,True,1.67,0.084,3.256,False,True
diff_2mg,34,180,0.6,0.524,0.672,False,False,0.178,-0.026,0.381,True,False,0.222,0.021,0.424,False,False,1.417,-0.919,3.753,True,True,1.417,-0.065,2.899,True,True
diff_2mg,34,200,0.595,0.523,0.664,False,False,0.18,-0.013,0.373,True,False,0.2,0.008,0.392,False,False,1.503,-0.689,3.695,True,True,1.503,0.086,2.92,False,True
diff_2mg,34,240,0.579,0.514,0.642,False,False,0.167,-0.01,0.343,True,False,0.15,-0.027,0.327,True,False,1.378,-0.624,3.381,True,True,1.378,0.095,2.662,False,True
diff_2mg,34,280,0.579,0.518,0.637,False,True,0.129,-0.036,0.293,True,False,0.186,0.023,0.348,False,False,1.353,-0.487,3.193,True,True,1.353,0.18,2.526,False,True
diff_2mg,34,320,0.581,0.525,0.636,False,True,0.125,-0.029,0.279,True,False,0.2,0.048,0.352,False,False,1.559,-0.188,3.307,True,True,1.559,0.459,2.659,False,True
diff_2mg,34,360,0.578,0.525,0.629,False,True,0.122,-0.023,0.267,True,False,0.189,0.045,0.332,False,False,1.725,0.092,3.358,False,True,1.725,0.704,2.746,False,True
diff_2mg,34,400,0.582,0.532,0.631,False,True,0.14,0.003,0.277,False,False,0.19,0.054,0.326,False,False,2.023,0.475,3.571,False,True,2.023,1.051,2.995,False,True
diff_2mg,33,60,0.517,0.384,0.648,True,False,0.0,-0.358,0.358,True,False,0.067,-0.29,0.424,True,False,-1.177,-5.477,3.124,True,False,-1.177,-3.464,1.11,True,True
diff_2mg,33,80,0.525,0.41,0.638,True,True,0.05,-0.26,0.36,True,False,0.05,-0.26,0.36,True,False,-0.54,-4.393,3.313,True,True,-0.54,-2.54,1.46,True,True
diff_2mg,33,100,0.53,0.428,0.631,True,True,0.16,-0.114,0.434,True,False,-0.04,-0.317,0.237,True,False,-0.064,-3.339,3.211,True,True,-0.064,-1.893,1.765,True,True
diff_2mg,33,120,0.517,0.424,0.609,True,True,0.1,-0.152,0.352,True,False,-0.033,-0.286,0.22,True,False,-0.078,-3.093,2.936,True,True,-0.078,-1.795,1.638,True,True
diff_2mg,33,140,0.536,0.45,0.62,True,True,0.171,-0.059,0.402,True,False,-0.029,-0.263,0.206,True,False,0.669,-2.086,3.423,True,True,0.669,-0.981,2.318,True,True
diff_2mg,33,160,0.538,0.457,0.617,True,True,0.15,-0.067,0.367,True,False,0.0,-0.219,0.219,True,False,0.758,-1.731,3.246,True,True,0.758,-0.763,2.278,True,True
diff_2mg,33,180,0.55,0.474,0.624,True,True,0.133,-0.071,0.338,True,False,0.067,-0.139,0.273,True,False,1.204,-1.132,3.541,True,True,1.204,-0.247,2.656,True,True
diff_2mg,33,200,0.56,0.488,0.63,True,True,0.16,-0.033,0.353,True,False,0.08,-0.115,0.275,True,False,1.27,-0.902,3.442,True,True,1.27,-0.106,2.646,True,True
diff_2mg,33,240,0.571,0.506,0.634,False,True,0.183,0.007,0.359,False,False,0.1,-0.078,0.278,True,False,1.821,-0.082,3.724,True,True,1.821,0.537,3.104,False,True
diff_2mg,33,280,0.557,0.497,0.616,True,True,0.129,-0.036,0.293,True,False,0.1,-0.065,0.265,True,False,1.505,-0.249,3.259,True,True,1.505,0.342,2.668,False,True
diff_2mg,33,320,0.572,0.516,0.627,False,True,0.15,-0.003,0.303,True,False,0.138,-0.016,0.291,True,False,1.813,0.129,3.496,False,True,1.813,0.705,2.92,False,True
diff_2mg,33,360,0.578,0.525,0.629,False,True,0.189,0.045,0.332,False,False,0.122,-0.023,0.267,True,False,2.189,0.617,3.761,False,True,2.189,1.14,3.239,False,True
diff_2mg,33,400,0.575,0.525,0.624,False,True,0.17,0.033,0.307,False,False,0.13,-0.007,0.267,True,False,2.128,0.627,3.629,False,True,2.128,1.14,3.116,False,True
diff_2mg,32,60,0.65,0.516,0.769,False,False,0.533,0.231,0.836,False,False,0.067,-0.29,0.424,True,False,2.737,-1.415,6.888,True,False,2.737,0.319,5.155,False,False
diff_2mg,32,80,0.662,0.548,0.764,False,False,0.5,0.232,0.768,False,False,0.15,-0.156,0.456,True,False,3.195,-0.187,6.577,True,False,3.195,1.188,5.202,False,False
diff_2mg,32,100,0.63,0.528,0.724,False,False,0.48,0.237,0.723,False,False,0.04,-0.237,0.317,True,False,2.182,-0.779,5.143,True,False,2.182,0.331,4.033,False,True
diff_2mg,32,120,0.617,0.524,0.704,False,False,0.367,0.131,0.602,False,False,0.1,-0.152,0.352,True,False,2.012,-0.772,4.795,True,True,2.012,0.284,3.739,False,True
diff_2mg,32,140,0.6,0.514,0.682,False,False,0.343,0.123,0.563,False,False,0.057,-0.177,0.291,True,False,1.836,-0.754,4.426,True,True,1.836,0.233,3.438,False,True
diff_2mg,32,160,0.594,0.513,0.671,False,False,0.325,0.118,0.532,False,False,0.05,-0.169,0.269,True,False,1.502,-0.868,3.873,True,True,1.502,-0.021,3.026,True,True
diff_2mg,32,180,0.6,0.524,0.672,False,False,0.311,0.115,0.507,False,False,0.089,-0.117,0.295,True,False,1.833,-0.364,4.03,True,True,1.833,0.406,3.261,False,True
diff_2mg,32,200,0.61,0.539,0.678,False,False,0.34,0.156,0.524,False,False,0.1,-0.095,0.295,True,False,2.498,0.41,4.586,False,True,2.498,1.151,3.845,False,True
diff_2mg,32,240,0.592,0.527,0.654,False,False,0.233,0.059,0.407,False,False,0.133,-0.044,0.311,True,False,2.422,0.43,4.415,False,True,2.422,1.156,3.689,False,True
diff_2mg,32,280,0.586,0.526,0.644,False,False,0.171,0.008,0.335,False,False,0.171,0.008,0.335,False,False,2.224,0.389,4.059,False,True,2.224,1.039,3.409,False,True
diff_2mg,32,320,0.578,0.522,0.633,False,True,0.188,0.035,0.34,False,False,0.125,-0.029,0.279,True,False,2.087,0.366,3.809,False,True,2.087,0.975,3.2,False,True
diff_2mg,32,360,0.569,0.517,0.621,False,True,0.156,0.011,0.3,False,False,0.122,-0.023,0.267,True,False,1.986,0.354,3.619,False,True,1.986,0.94,3.033,False,True
diff_2mg,32,400,0.565,0.515,0.614,False,True,0.16,0.023,0.297,False,False,0.1,-0.038,0.238,True,False,1.828,0.309,3.346,False,True,1.828,0.829,2.826,False,True
diff_2mg,31,60,0.517,0.384,0.648,True,False,-0.067,-0.424,0.29,True,False,0.133,-0.221,0.488,True,False,1.507,-2.377,5.391,True,False,1.507,-0.917,3.931,True,True
diff_2mg,31,80,0.525,0.41,0.638,True,True,-0.05,-0.36,0.26,True,False,0.15,-0.156,0.456,True,False,1.205,-2.102,4.512,True,True,1.205,-0.842,3.252,True,True
diff_2mg,31,100,0.53,0.428,0.631,True,True,0.0,-0.277,0.277,True,False,0.12,-0.155,0.395,True,False,1.146,-1.692,3.984,True,True,1.146,-0.725,3.017,True,True
diff_2mg,31,120,0.542,0.448,0.633,True,True,0.1,-0.152,0.352,True,False,0.067,-0.186,0.319,True,False,1.845,-0.778,4.468,True,True,1.845,0.116,3.574,False,True
diff_2mg,31,140,0.564,0.478,0.648,True,False,0.143,-0.089,0.375,True,False,0.114,-0.118,0.347,True,False,2.876,0.442,5.31,False,False,2.876,1.245,4.507,False,True
diff_2mg,31,160,0.544,0.463,0.623,True,True,0.125,-0.092,0.342,True,False,0.05,-0.169,0.269,True,False,2.095,-0.257,4.447,True,True,2.095,0.545,3.645,False,True
diff_2mg,31,180,0.561,0.485,0.635,True,True,0.133,-0.071,0.338,True,False,0.111,-0.094,0.316,True,False,3.156,0.889,5.422,False,False,3.156,1.671,4.64,False,True
diff_2mg,31,200,0.57,0.498,0.64,True,False,0.14,-0.054,0.334,True,False,0.14,-0.054,0.334,True,False,3.194,1.054,5.334,False,False,3.194,1.794,4.594,False,True
diff_2mg,31,240,0.558,0.493,0.622,True,True,0.133,-0.044,0.311,True,False,0.1,-0.078,0.278,True,False,3.031,1.136,4.926,False,True,3.031,1.751,4.31,False,True
diff_2mg,31,280,0.564,0.504,0.623,False,True,0.143,-0.021,0.307,True,False,0.114,-0.05,0.279,True,False,2.942,1.179,4.705,False,True,2.942,1.779,4.106,False,True
diff_2mg,31,320,0.556,0.5,0.612,False,True,0.125,-0.029,0.279,True,False,0.1,-0.054,0.254,True,False,2.517,0.856,4.177,False,True,2.517,1.435,3.599,False,True
diff_2mg,31,360,0.567,0.514,0.619,False,True,0.122,-0.023,0.267,True,False,0.144,-0.0,0.289,False,False,2.801,1.242,4.36,False,True,2.801,1.783,3.819,False,True
diff_2mg,31,400,0.568,0.517,0.617,False,True,0.14,0.003,0.277,False,False,0.13,-0.007,0.267,True,False,2.759,1.293,4.225,False,True,2.759,1.796,3.722,False,True
diff_2mg,30,60,0.533,0.4,0.663,True,False,0.133,-0.221,0.488,True,False,0.0,-0.358,0.358,True,False,1.953,-2.269,6.176,True,False,1.953,-0.619,4.526,True,True
diff_2mg,30,80,0.575,0.459,0.685,True,False,0.2,-0.104,0.504,True,False,0.1,-0.208,0.408,True,False,2.47,-1.065,6.005,True,False,2.47,0.261,4.679,False,True
diff_2mg,30,100,0.54,0.437,0.64,True,False,0.08,-0.196,0.356,True,False,0.08,-0.196,0.356,True,False,1.778,-1.289,4.845,True,True,1.778,-0.143,3.699,True,True
diff_2mg,30,120,0.525,0.432,0.617,True,True,0.067,-0.186,0.319,True,False,0.033,-0.22,0.286,True,False,1.522,-1.334,4.378,True,True,1.522,-0.259,3.302,True,True
diff_2mg,30,140,0.529,0.442,0.613,True,True,0.086,-0.148,0.319,True,False,0.029,-0.206,0.263,True,False,1.493,-1.155,4.14,True,True,1.493,-0.195,3.181,True,True
diff_2mg,30,160,0.544,0.463,0.623,True,True,0.125,-0.092,0.342,True,False,0.05,-0.169,0.269,True,False,1.777,-0.63,4.185,True,True,1.777,0.189,3.366,False,True
diff_2mg,30,180,0.539,0.463,0.613,True,True,0.067,-0.139,0.273,True,False,0.089,-0.117,0.295,True,False,1.676,-0.565,3.916,True,True,1.676,0.177,3.174,False,True
diff_2mg,30,200,0.55,0.478,0.62,True,True,0.12,-0.075,0.315,True,False,0.08,-0.115,0.275,True,False,1.706,-0.385,3.797,True,True,1.706,0.287,3.125,False,True
diff_2mg,30,240,0.542,0.476,0.606,True,True,0.083,-0.095,0.262,True,False,0.083,-0.095,0.262,True,False,1.323,-0.579,3.226,True,True,1.323,0.026,2.621,False,True
diff_2mg,30,280,0.529,0.468,0.588,True,True,0.043,-0.123,0.208,True,False,0.071,-0.094,0.237,True,False,1.161,-0.608,2.931,True,True,1.161,-0.021,2.344,True,True
diff_2mg,30,320,0.538,0.481,0.593,True,True,0.05,-0.105,0.205,True,False,0.1,-0.054,0.254,True,False,1.703,0.005,3.4,False,True,1.703,0.609,2.796,False,True
diff_2mg,30,360,0.547,0.494,0.599,True,True,0.067,-0.079,0.212,True,False,0.122,-0.023,0.267,True,False,1.799,0.203,3.396,False,True,1.799,0.765,2.834,False,True
diff_2mg,30,400,0.552,0.502,0.602,False,True,0.09,-0.048,0.228,True,False,0.12,-0.018,0.258,True,False,1.789,0.254,3.324,False,True,1.789,0.817,2.761,False,True
diff_2mg,29,60,0.483,0.352,0.616,True,False,-0.067,-0.424,0.29,True,False,0.0,-0.358,0.358,True,False,0.38,-3.302,4.062,True,True,0.38,-2.091,2.851,True,True
diff_2mg,29,80,0.525,0.41,0.638,True,True,0.1,-0.208,0.408,True,False,0.0,-0.31,0.31,True,False,0.91,-2.492,4.312,True,True,0.91,-1.204,3.024,True,True
diff_2mg,29,100,0.55,0.447,0.65,True,False,0.16,-0.114,0.434,True,False,0.04,-0.237,0.317,True,False,1.878,-1.252,5.008,True,False,1.878,-0.0,3.756,False,True
diff_2mg,29,120,0.525,0.432,0.617,True,True,0.133,-0.117,0.384,True,False,-0.033,-0.286,0.22,True,False,1.26,-1.576,4.096,True,True,1.26,-0.437,2.957,True,True
diff_2mg,29,140,0.529,0.442,0.613,True,True,0.086,-0.148,0.319,True,False,0.029,-0.206,0.263,True,False,1.076,-1.531,3.682,True,True,1.076,-0.512,2.663,True,True
diff_2mg,29,160,0.556,0.476,0.635,True,True,0.175,-0.041,0.391,True,False,0.05,-0.169,0.269,True,False,1.564,-0.845,3.972,True,True,1.564,0.063,3.065,False,True
diff_2mg,29,180,0.561,0.485,0.635,True,True,0.156,-0.049,0.36,True,False,0.089,-0.117,0.295,True,False,1.854,-0.39,4.099,True,True,1.854,0.45,3.259,False,True
diff_2mg,29,200,0.535,0.463,0.606,True,True,0.14,-0.054,0.334,True,False,0.0,-0.196,0.196,True,True,1.445,-0.727,3.617,True,True,1.445,0.105,2.785,False,True
diff_2mg,29,240,0.529,0.464,0.594,True,True,0.117,-0.061,0.294,True,False,0.0,-0.179,0.179,True,True,1.506,-0.5,3.511,True,True,1.506,0.267,2.745,False,True
diff_2mg,29,280,0.55,0.49,0.609,True,True,0.171,0.008,0.335,False,False,0.029,-0.137,0.194,True,True,2.063,0.201,3.925,False,True,2.063,0.929,3.197,False,True
diff_2mg,29,320,0.553,0.497,0.608,True,True,0.162,0.01,0.315,False,False,0.05,-0.105,0.205,True,False,2.204,0.474,3.934,False,True,2.204,1.137,3.272,False,True
diff_2mg,29,360,0.558,0.505,0.61,False,True,0.167,0.023,0.311,False,False,0.067,-0.079,0.212,True,False,2.368,0.75,3.986,False,True,2.368,1.346,3.389,False,True
diff_2mg,29,400,0.54,0.49,0.59,True,True,0.12,-0.018,0.258,True,False,0.04,-0.098,0.178,True,True,2.099,0.569,3.629,False,True,2.099,1.135,3.063,False,True
diff_2mg,28,60,0.633,0.499,0.754,True,False,0.267,-0.078,0.612,True,False,0.267,-0.078,0.612,True,False,5.927,2.331,9.522,False,False,5.927,3.347,8.506,False,False
diff_2mg,28,80,0.625,0.51,0.731,False,False,0.3,0.004,0.596,False,False,0.2,-0.104,0.504,True,False,4.668,1.461,7.874,False,False,4.668,2.45,6.885,False,False
diff_2mg,28,100,0.6,0.497,0.697,True,False,0.12,-0.155,0.395,True,False,0.28,0.014,0.546,False,False,4.202,1.395,7.009,False,False,4.202,2.208,6.196,False,False
diff_2mg,28,120,0.592,0.498,0.68,True,False,0.1,-0.152,0.352,True,False,0.267,0.023,0.511,False,False,4.018,1.419,6.618,False,False,4.018,2.199,5.838,False,False
diff_2mg,28,140,0.557,0.471,0.641,True,False,0.0,-0.234,0.234,True,False,0.229,0.001,0.457,False,False,2.899,0.466,5.331,False,False,2.899,1.246,4.551,False,True
diff_2mg,28,160,0.569,0.488,0.647,True,False,0.025,-0.194,0.244,True,False,0.25,0.038,0.462,False,False,2.896,0.681,5.112,False,False,2.896,1.349,4.444,False,True
diff_2mg,28,180,0.578,0.502,0.651,False,False,0.067,-0.139,0.273,True,False,0.244,0.044,0.445,False,False,3.648,1.495,5.8,False,False,3.648,2.182,5.114,False,False
diff_2mg,28,200,0.575,0.503,0.644,False,False,0.06,-0.136,0.256,True,False,0.24,0.05,0.43,False,False,3.557,1.487,5.627,False,False,3.557,2.166,4.948,False,True
diff_2mg,28,240,0.596,0.531,0.658,False,False,0.133,-0.044,0.311,True,False,0.25,0.077,0.423,False,False,3.518,1.655,5.38,False,False,3.518,2.248,4.787,False,True
